event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE39257,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,Yuta,31.4459,35.0944,2,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 28 October 2023, Israeli settlers raided Palestinian agricultural lands in Mosafer area east of Yuta town (Hebron, West Bank). The settlers attacked Palestinian farmers who were picking olives and kicked them out of the land. The settlers also attacked, looted and threw rocks at Palestinian-owned houses and fired at a group of Palestinian shepherds. In another settler raid on Mosafer area, settlers from Bayt Yair settlement fired at Palestinians, attacked a Palestinian family, and destroyed the minaret and sound equipment of a mosque in Jinba village. Settlers also seized sheep in Badiya area from their shepherds. There were no casualties.",0,"crowd size=no report",1699317283
PSE39258,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,Hebron,31.5294,35.0938,1,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers raided Palestinian agricultural lands in Al Jawaya village in Hebron province (West Bank). The settlers attacked a Palestinian farmer on his land. There were no casualties.",0,"crowd size=no report",1699317283
PSE39263,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,"As Simya",31.4209,35.0331,1,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Israeli settlers raided Palestinian agricultural lands in As Simya village (Hebron, West Bank). The settlers attacked Palestinian farmers who were picking olives and kicked them out of the land. There were no casualties.",0,"crowd size=no report",1699317283
PSE39264,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,Suseya,31.3912,35.1137,2,"Palestine News and Information Agency",National,"On 28 October 2023, Israeli settlers assaulted and beat up 1 civilian in Wadi Ajahish near Suseya settlement (Hebron), causing his injury.",0,"crowd size=no report",1699317283
PSE39483,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel); Military Forces of Israel (2022-)",5,"Rioters (Palestine)","Civilians (Palestine); Farmers (Palestine)",5,55,,275,"Middle East",Palestine,"West Bank",Nablus,,Qusra,32.0854,35.3301,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 28 October 2023, Israeli settlers, under the protection of Israeli forces, raided Palestinian agricultural lands in Qusra village (Nablus, West Bank) while Palestinian farmers were picking olives, and clashed with Palestinians. The settlers beat a farmer with rocks and sticks and uprooted 10 trees. Israeli forces fired live bullets and tear gas canisters at the Palestinians. Israeli settlers also threw Molotov cocktails at chicken farms in the village, causing material damages. There were no fatalities.",0,"crowd size=no report",1699317283
PSE39484,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel); Military Forces of Israel (2022-)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Salfit,,Haris,32.1142,35.1419,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 28 October 2023, armed Israeli settlers, under the protection of Israeli forces, raided Palestinian agricultural lands in Haris village (Salfit, West Bank). The settlers attacked Palestinian farmers who were picking olives and kicked them out of the land. There were no casualties.",0,"crowd size=no report",1699317283
PSE39490,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel); Military Forces of Israel (2022-)",5,"Civilians (Palestine)","Farmers (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Salfit,,"Dayr Istiya",32.131,35.1396,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 28 October 2023, armed Israeli settlers, under the protection of Israeli forces, raided Palestinian agricultural lands in Dayr Istiya village (Salfit, West Bank). The settlers attacked Palestinian farmers who were picking olives and kicked them out of the land. There were no casualties.",0,"crowd size=no report",1699317283
PSE39503,"28 October 2023",2023,1,"Political violence",Battles,"Armed clash","Hamas Movement",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"Gaza Strip","North Gaza",,"Beit Hanoun",31.5405,34.5402,2,"Al Ghad (Jordan); Israeli Defense Forces; Newpress; Quds News Network; Twitter","Other-New media","On 28 October 2023, Hamas militants clashed with Israeli military forces as part of the Israeli ground operations east of Beit Hanoun (North Gaza, Gaza Strip). Casualties unknown.",0,,1699317283
PSE39505,"28 October 2023",2023,1,"Political violence",Battles,"Armed clash","Hamas Movement",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"Gaza Strip","Deir El Balah",,"Al Burayj",31.4394,34.4031,2,"Al Ghad (Jordan); Israeli Defense Forces; Newpress; Quds News Network; Twitter","Other-New media","On 28 October 2023, Hamas militants clashed with Israeli military forces as part of the Israeli ground operations east of Al Burayj (Deir El Balah, Gaza Strip). Casualties unknown.",0,,1699317283
PSE39506,"28 October 2023",2023,1,"Political violence",Battles,"Armed clash","Hamas Movement",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"Gaza Strip","North Gaza",,Jabalya,31.5272,34.4835,2,"Quds News Network",National,"On 28 October 2023, Hamas militants clashed with Israeli military forces as part of the Israeli ground operations east of Jabalya (North Gaza, Gaza Strip). Casualties unknown.",0,,1699317283
PSE39508,"28 October 2023",2023,1,"Political violence",Battles,"Armed clash","Hamas Movement",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"Gaza Strip","Deir El Balah",,"Al Maghazi",31.4214,34.3865,2,"Quds News Network",National,"On 28 October 2023, Hamas militants clashed with Israeli military forces during the Israeli ground operations east of Al Maghazi refugee camp (Deir El Balah, Gaza Strip). Casualties unknown.",0,,1699317283
PSE39529,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds - Anata",31.8092,35.259,1,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, Palestinian rioters clashed with Israeli forces during an Israeli raid in Al Quds - Anata (Al Quds, West Bank). The Palestinian rioters threw rocks at the Israeli forces. Israeli forces fired live and rubber bullets, stun grenades, and tear gas canisters, injuring a Palestinian child. There were no fatalities.",0,"crowd size=no report",1699317283
PSE39530,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Bethlehem,,Husan,31.7093,35.1348,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 28 October 2023, Palestinian rioters clashed with Israeli forces during an Israeli raid in Husan village (Bethlehem, West Bank). The Palestinian rioters threw rocks at the Israeli forces. Israeli forces fired live and rubber bullets, stun grenades, and tear gas canisters. There were no casualties.",0,"crowd size=no report",1699317283
PSE39531,"28 October 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Jenin,,Yabad,32.4457,35.1682,1,"Palestine News and Information Agency; Quds News Network",National,"On 28 October 2023, Palestinian rioters clashed with Israeli forces during an Israeli raid on Yabad town (Jenin, West Bank), which included the demolition of a Palestinian house in the town. Palestinian rioters threw homemade grenades. Israeli forces fired live bullets and stun grenades. There were no casualties.",0,"crowd size=no report",1699317283
PSE39564,"28 October 2023",2023,1,"Political violence","Violence against civilians",Attack,"Settlers (Israel)",,3,"Civilians (Palestine)","Farmers (Palestine)",7,37,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Nablus,,"As Sawiyah",32.0854,35.2578,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network",Other-National,"On 28 October 2023, Israeli settlers shot and killed a Palestinian farmer during a raid on Palestinian agricultural lands in As Sawiyah village (Nablus, West Bank).",1,,1699317284
PSE39581,"28 October 2023",2023,1,"Political violence","Violence against civilians",Attack,"Settlers (Israel)",,3,"Civilians (Palestine)",,7,37,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,Suseya,31.3912,35.1137,2,"PLO Negotiations Affairs Department",Other,"On 28 October 2023, armed Israeli settlers chased and fired at Palestinian civilians near Suseya village (Hebron, West Bank), injuring a Palestinian woman and breaking her hand. The settlers also prevented an ambulance car from reaching her. There were no fatalities.",0,,1699317284
PSE39640,"28 October 2023",2023,1,"Political violence",Battles,"Armed clash","Settlers (Israel)",,3,"Unidentified Armed Group (Palestine)",,3,33,,275,"Middle East",Palestine,"West Bank",Bethlehem,,"Khallat al Louza",31.6764,35.2006,1,"Ma'an News Agency; Newpress; Palestine News and Information Agency",National,"On 28 October 2023, dozens of settlers threw stones at civilian vehicles and opened fire at civilian houses in Khallat al Louza (Bethlehem) injuring 1 civilian. Residents responded by opening firing towards settlers forcing them to leave.",0,,1699317284
PSE39641,"28 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)","Rioters (Palestine); Hamas Movement; Refugees/IDPs (Palestine)",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Mukhayyam al Jalazun",31.9512,35.2117,1,"Israeli Defense Forces; Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network",Other-National,"On 28 October 2023, unknown Palestinian militants exchanged fire with Israeli forces during an Israeli raid in Mukhayyam al Jalazun (Ramallah and Al Bireh, West Bank). Israeli forces raided the camp to demolish the house of senior Hamas member Bajas Nakhle. Palestinian rioters threw explosives, stones, Molotov cocktails at the Israeli forces conducting the raid. Israeli forces demolished Nakhle's house and arrested 8 Palestinians. The clashes caused unspecified injuries but there were no fatalities.",0,,1699317284
PSE39644,"28 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)","Rioters (Palestine)",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,"Al Jalamah",32.5082,35.3132,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network",Other-National,"On 28 October 2023, unknown Palestinian gunmen exchanged fire with Israeli forces during an Israeli raid in Al Jalamah village (Jenin, West Bank), while Palestinian rioters threw rocks at the Israeli forces. Israeli forces fired live and rubber bullets, stun grenades, and tear gas canisters, injuring 1 Palestinian. Israeli forces had raided the same village earlier on the same day and fired at two Palestinian homes, without causing casualties. There were no fatalities.",0,,1699317284
PSE39650,"28 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Nablus,,"Jabal Ebal",32.2355,35.2696,1,"Quds News Network",National,"On 28 October 2023, unknown Palestinian militants fired at an Israeli military checkpoint in Jabal Ebal (Nablus, West Bank). There were no casualties.",0,,1699317284
PSE39634,"28 October 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Israel (2022-)",,8,"Hamas Movement",,3,38,,275,"Middle East",Palestine,"Gaza Strip","Khan Yunis",,Khuzaa,31.3069,34.3572,2,"Quds News Network",National,"On 28 October 2023, unidentified Palestinian militants clashed with Israeli military forces during the ground operations near the border with Israel east of Khan Yunis (coded as Khuzaa, Gaza Strip). Casualties unknown.",0,,1699919400
PSE39621,"28 October 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,,275,"Middle East",Palestine,"West Bank",Nablus,,"Mukhayyam Askar al Qadim",32.2205,35.2982,1,"Israeli Defense Forces; Long War Journal; Ma'an News Agency; Palestine News and Information Agency",Other-National,"Property destruction: On 28 October 2023, Israeli forces demolished the family home of a Palestinian who carried out an attack against Israeli forces in the West Bank in Mukhayyam Askar al Qadim (Nablus, West Bank).",0,,1700524100
PSE39648,"28 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)","Refugees/IDPs (Palestine)",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Nablus,,"Mukhayyam Askar al Qadim",32.2205,35.2982,1,"PLO Negotiations Affairs Department; Quds News Network",Other-National,"On 28 October 2023, unknown Palestinian militants exchanged fire with Israeli forces during an Israeli raid in Mukhayyam Askar al Qadim (Nablus, West Bank). Israeli forces raided the camp to demolish a Palestinian house and fired live and rubber bullets, stun grenades, and tear gas canisters, killing 1 Palestinian and injuring 11 others. Palestinian militants fired at an Israeli drone flying over the camp.",1,,1700524100
